nohup: ignoring input
[2026-08-25 11:40:58] 🚀 Auto-switch daemon started. Monitoring XĂNG (3 Seeds: 42, 123, 777)...
[2026-08-25 11:40:58] Status: XĂNG 963/987 completed (97.57%) | 24 jobs remaining
[2026-08-27 03:31:15] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:31:15] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:32:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:32:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:33:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:33:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:34:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:34:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:35:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:35:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:36:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:36:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:37:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:37:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:38:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:38:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:39:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:39:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:40:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:40:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:41:16] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:41:16] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:42:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:42:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:43:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:43:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:44:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:44:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:45:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:45:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:46:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:46:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:47:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:47:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:48:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:48:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:49:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:49:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:50:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:50:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:51:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:51:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:52:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:52:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:53:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:53:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:54:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:54:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:55:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:55:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:56:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:56:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:57:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:57:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:58:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:58:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 03:59:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 03:59:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:00:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:00:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:01:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:01:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:02:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:02:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:03:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:03:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:04:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:04:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:05:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:05:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:06:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:06:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:07:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:07:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:08:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:08:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:09:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:09:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:10:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:10:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:11:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:11:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:12:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:12:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:13:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:13:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:14:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:14:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:15:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:15:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:16:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:16:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:17:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:17:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:18:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:18:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:19:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:19:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:20:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:20:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:21:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:21:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:22:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:22:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:23:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:23:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:24:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:24:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:25:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:25:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:26:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:26:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:27:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:27:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:28:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:28:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:29:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:29:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:30:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:30:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:31:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:31:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:32:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:32:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:33:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:33:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:34:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:34:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:35:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:35:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:36:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:36:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:37:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:37:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:38:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:38:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:39:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:39:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:40:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:40:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:41:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:41:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:42:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:42:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:43:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:43:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:44:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:44:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:45:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:45:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:46:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:46:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:47:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:47:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:48:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:48:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:49:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:49:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:50:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:50:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:51:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:51:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:52:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:52:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:53:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:53:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:54:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:54:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:55:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:55:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:56:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:56:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:57:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:57:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:58:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:58:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 04:59:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 04:59:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:00:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:00:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:01:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:01:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:02:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:02:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:03:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:03:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:04:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:04:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:05:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:05:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:06:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:06:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:07:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:07:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:08:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:08:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:09:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:09:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:10:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:10:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:11:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:11:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:12:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:12:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:13:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:13:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:14:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:14:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:15:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:15:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:16:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:16:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:17:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:17:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:18:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:18:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:19:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:19:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:20:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:20:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:21:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:21:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:22:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:22:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:23:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:23:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:24:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 05:24:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 05:25:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
